brand,tag,question,content
"미니학습지","더노트앱","해외에서도 더노트 앱을 이용할 수 있나요?","<p><b>해외에서도 더노트 앱 이용이 가능합니다.</b></p>
<p>2025년 4월 1일 업데이트 이후 전 세계 어디에서나 더노트 앱을 사용할 수 있습니다.</p>
"
"미니학습지","더노트앱","로그인 오류 - 올바른 포맷이 아니기 때문에...","<p><b>로그인 오류 – “올바른 포맷이 아니기 때문에…” 메시지 안내</b></p>
<p>이 메시지는 짧은 시간 내 5회 이상 로그인에 실패했을 때 나타납니다.</p>
<p><b>해결 방법</b></p>
<ul>
<li>상담 운영 시간(월-목 10:30~18:00, 금 10:30~17:00 / 점심 13:00~14:30 제외)에는 홈페이지 하단의 문의하기 버튼을 통해 요청하면 로그인 제한을 즉시 해제할 수 있습니다.</li>
<li>비밀번호 입력 오류로 인한 로그인 제한은 기본적으로 1시간 동안 지속됩니다.</li>
<li>로그인 제한 중이라면 연결된 와이파이를 <b>변경</b>하거나 <b>해제</b> 후 다시 로그인 시도를 할 수 있습니다.</li>
</ul>
"
"미니학습지","환불","취소 및 환불 규정 안내","<p>구매하신 강좌의 취소 및 환불 규정은 아래와 같습니다.</p>
<p><b>공통</b></p>
<ul>
<li>디지털 학습지를 다운로드한 이력이 있는 경우, 디지털 콘텐츠 사용에 따라 환불이 불가합니다.</li>
<li>결제 후 7일 이내 환불 신청 접수가 가능하며, 7일이 지난 경우 수강 이력이 없더라도 환불이 어렵습니다.</li>
</ul>
<p><b>페이퍼 + 디지털 학습지 옵션 구매</b></p>
<ul>
<li>교재 발송 전: 디지털 학습지를 다운로드하지 않았다면 전액 환불 가능합니다.</li>
<li>교재 발송 후:
<ul>
<li>교재 및 사은품이 새 상품으로 재판매 가능하다면 왕복 배송비(8,000원)를 제외한 금액이 환불됩니다.</li>
<li>교재 비닐을 제거하였더라도 재판매가 가능하다면 환불 접수가 가능합니다.</li>
<li>교재 및 사은품을 사용해 재판매가 불가능한 경우, 구매 후 7일 이내라도 환불이 어렵습니다.</li>
</ul>
</li>
</ul>
<p><b>샘플 학습 안내</b></p>
<p>강좌별 샘플 강의 5개와 미니학습지 더노트 앱을 통한 샘플 교재 다운로드가 제공됩니다.</p>
<p>
- <a href=""https://studymini.com/my-course"" target=""_blank""><b>샘플 강의 확인하기</b></a><br />
- <a href=""https://apple.co/30MFmNb"" target=""_blank""><b>iOS 앱 다운로드</b></a> /
<a href=""https://bit.ly/2Z7J6bu"" target=""_blank""><b>안드로이드 앱 다운로드</b></a>
</p>"
"미니학습지","결제","결제 취소 및 결제 수단 변경 신청","<p><b>결제 취소 및 결제 수단 변경</b>은 홈페이지를 통해 접수할 수 있습니다.</p>
<ol>
<li><a href=""https://studymini.com/my-account/orders/"" target=""_blank"">주문목록</a>에서 주문번호를 먼저 확인합니다.</li>
<li>홈페이지 오른쪽 하단의 <b>문의</b> 버튼을 클릭해 요청을 남겨주세요.<br />(로그인 전이라면 먼저 로그인 후 진행해야 합니다.)</li>
</ol>
<p>남겨주신 문의는 상담 운영 시간 내 순차적으로 확인 후 안내해 드립니다.</p>"
"미니학습지","결제","결제 영수증 확인","<p>마이페이지에서 결제하신 주문건의 영수증을 확인할 수 있습니다.</p>
<p>[ <a href=""https://studymini.com/my-account/"" target=""_blank"">마이페이지</a> 접속 → 주문 목록 → 상세 내역 → 결제 상세 정보 ]</p>
<p>※ 전자세금계산서는 발행되지 않습니다.<br />
※ 수강증·수강확인증은 별도 신청을 통해 받아보실 수 있습니다. (회원 전용)</p>"
"미니학습지","결제","신용카드 결제 오류","<p>신용카드 결제 오류는 대부분 아래의 경우에 해당합니다.</p>
<ol>
<li>카드 결제 정보를 잘못 입력한 경우</li>
<li>신용카드 한도 초과 또는 체크카드 잔액 부족</li>
<li>결제 승인 과정에서 시간 초과 발생</li>
<li>결제 카드와 선택한 할부 개월 수 불일치</li>
<li>해외 은행에서 발행된 신용카드 사용</li>
</ol>"
"미니학습지","결제","현금영수증 발급","<p><b>현금영수증 발급 안내</b></p>
<p><b>[개인]</b><br />
결제수단을 '가상계좌'로 선택한 경우, 결제 마지막 단계에서 현금영수증 신청이 가능합니다.</p>
<p><b>[법인]</b><br />
법인 계좌에서 입금한 경우에도 현금영수증 발급이 가능하며, 이때는 사업자등록번호가 필요합니다.</p>"
"미니학습지","결제","결제 수단 또는 할부기간 변경","<p>이미 결제가 완료된 주문건은 직접 결제 수단이나 할부 기간을 변경할 수 없습니다.</p>
<p><b>진행 절차</b></p>
<p>[ 변경 요청 → 결제건 확인 → 재결제 안내 → 재결제 완료 확인 → 이전 주문건 환불 ]</p>
<p>이전 주문건은 100% 환불 처리됩니다.</p>"
"미니학습지","결제","무이자 할부 결제","<p>5만원 이상의 상품을 신용카드로 결제하실 경우 할부 기간을 설정할 수 있으며, 카드사별로 <b>무이자 할부 혜택</b>이 다르게 제공됩니다.</p>
<ol>
<li><b>카드사별 무이자 개월 수</b><br />카드사 정책에 따라 달라질 수 있으며, 수시로 변동될 수 있습니다.</li>
<li><b>할부 기간 선택 방법</b><br />결제 모듈에서 선택하거나 카드사 앱을 통해 설정할 수 있습니다.</li>
<li><b>예외</b><br />카카오페이, 네이버페이, 체크카드 결제는 할부 기간을 설정할 수 없습니다.</li>
</ol>
<p><b>결제 예시 화면</b></p>
<p>data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAsEAAALNCAYAAADOc7wPAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAFiUAABYlAUlSJPAAAJXSSURBVHhe7b2Jm1R1mqA7/8bc5ememTtPd8/tqZ6+1TU13TXVNVU901a1Tqu1aClaihuyCyqbbC6IloiCLC4IKIuyCcgOKvsmq4jskOxbJiS5kJmA1nfPd+L8Ik+c+GLJk5nHyMj3fZ73IWOPTDP8Xn784sS/EQAAACgLbty8hYhFSgQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAYAACgTrEGPiLZEMAAAQJlgDXpEtCWCAQAAygRr0COiLREMAABQJliDHhFtiWAAAIAywRr0iGhLBAMAAJQJ1qBHRFsiGAAAoEywBj0i2hLBAAAAZYI16BHRlggGAAAoE6xBj4i2RDAAAECZYA16RLQlggEAAMoEa9Ajoi0RDAAAUCZYgx4RbYlgAACAMsEa9IhoSwQDAACUCdagR0RbIhgAAKBMsAY9ItoSwQAAAGWCNegR0ZYIBgAAKBOsQY+ItkQwAABAmWANekS0JYIBAADKBGvQI6ItEQwAAFAmWIMeEW2JYAAAgDLBGvSIaEsEAwAAlAnWoEdEWyIYAACgTLAGPSLaEsEAAABlgjXoEdGWCAY</p>
<p><b>< 카드사별 무이자 정보 ></b><br /><a href=""https://pgweb.tosspayments.com/tosspayments/MainPopUp.do"" target=""_blank"">[토스페이먼츠] 카드사 무이자 할부 안내</a></p>"
"미니학습지","환불","결제 취소 또는 환급/환불 신청 건의 한도 복구 일정","<p><b>결제 취소 및 환불 시 한도 복구 일정</b></p>
<p><b>[결제 당일 취소]</b><br />
담당자가 환불 접수를 완료하면 보통 수 분 내에 한도 복구가 완료됩니다.</p>
<p><b>[결제 당일 이후 취소]</b><br />
환불 접수 완료 후 3~5 영업일 이내(은행 또는 카드사 기준) 한도 복구가 이루어집니다.</p>
<p><b>[할부 결제]</b><br />
환불 접수일을 기준으로 매월 결제된 금액이 카드사 기준 3~5 영업일 이내 환불됩니다.</p>
<p><b>[카드 만료 시]</b><br />
결제 당시 연결된 계좌로 한도 복구가 진행되며, 추가 문의는 카드사 또는 은행으로 직접 문의해 주셔야 합니다.</p>"
"미니학습지","수강","구매한 강좌의 동영상 강의 수강하기","<p>구매하신 강좌의 동영상 강의는 결제 후 바로 수강권이 등록되어 시청할 수 있습니다.
결제 후 10분이 지나도 강의가 등록되지 않았다면 <a href=""https://studymini.com/contact"" target=""_blank"">문의하기</a>를 통해 알려주세요.</p>
<p><u>웹에서 수강하기</u></p>
<ol>
<li>홈페이지 로그인 후 <a href=""https://studymini.com/my-course/"" target=""_blank"">나의 강의실</a>로 이동합니다.<br />(PC: 오른쪽 상단 '나의 강의실' 버튼 / 모바일: 오른쪽 상단 ≡ 버튼 → [로그인 > 나의 강의실])</li>
<li>구매 후 등록된 강좌를 확인합니다.<br />(여러 개의 course가 등록되어 있을 수 있으며, 화살표를 눌러 옆으로 넘겨 확인할 수 있습니다.)</li>
</ol>
<p><u>앱에서 수강하기</u></p>
<ol>
<li>구글 플레이스토어 또는 앱스토어에서 <b>미니학습지 더노트</b> 앱을 설치합니다.</li>
<li>구매 시 사용한 계정으로 로그인합니다.</li>
<li>'도서 불러오기' (모바일은 ➕ 버튼 클릭) → 구매한 강좌의 디지털 학습지를 다운로드합니다.</li>
<li>디지털 학습지 안의 '수강하기' 버튼을 클릭합니다.<br />(수강하기 버튼 사용법은 앱 설치 시 제공되는 기본 문서를 참고하세요.)</li>
</ol>
"
"미니학습지","수강","수강 완료하기 버튼 사용하기","<p>각 강의실에서 학습문답 작성란 위에 <b>""""수강 완료하기""""</b> 버튼이 있습니다.</p>
<p><u>사용 방법</u></p>
<ol>
<li>강의 영상을 모두 시청해도 자동으로 체크되지 않으므로, <u>수강을 마친 후 직접 버튼을 눌러야 합니다.</u></li>
<li>수강 완료하기 버튼을 누른 강의만 수강률에 반영됩니다.</li>
<li>버튼을 누른 강의도 수강 기간 내에는 언제든 다시 수강할 수 있습니다.</li>
</ol>
<p><a href=""https://studymini.com/contact"" target=""_blank""><u>기타 문의하기</u></a></p>"
"미니학습지","수강","동영상 강의 다운로드","<p>미니학습지의 동영상 강의는 기기에 다운로드하여 수강하는 방식이 아니라, <b><u>인터넷 연결 상태에서 스트리밍으로 시청</u></b>하는 방식입니다.</p>
<p>따라서 반드시 <b>와이파이나 모바일 데이터 등 인터넷이 연결된 환경</b>에서 수강해 주세요 :)</p>"
"미니학습지","수강","교재 PDF 파일 제공","<p>미니학습지의 교재와 강의 자료는 <b>실물 교재(페이퍼 학습지) 또는 디지털 학습지(더노트 앱 다운로드)</b> 형태로만 제공되며, 개별 PDF 파일은 제공되지 않습니다 :)</p>
<p><b>연관 문의</b></p>
<p><a href=""https://studymini.com/faq/?mod=document&pageid=1&category1=%EB%8D%94%EB%85%B8%ED%8A%B8+%EC%95%B1&uid=56084"" target=""_blank"">↗️ [앱 – 기능] 다운받은 학습지를 인쇄하거나 다른 앱에서 열어볼 수 있나요?</a></p>"
"미니학습지","수강","네이버 오디오 클립을 이용해 듣기 파일 청취하기","<p>강좌에서 제공되는 원어민 mp3 파일은 각 강의 하단 또는 <b>네이버 오디오 클립</b>을 통해 청취할 수 있습니다.</p>
<p>네이버 오디오 클립을 이용하면 <b>배속 조절</b>과 <b>구간 반복</b> 기능을 활용해 더욱 효율적으로 학습할 수 있습니다.</p>
<p>네이버 오디오 클립 홈페이지나 앱에서 """"미니학습지""""를 검색해 보세요.</p>
<p><a href=""https://audioclip.naver.com/search/all?keyword=%EB%AF%B8%EB%8B%88%ED%95%99%EC%8A%B5%EC%A7%80"" target=""_blank"">네이버 오디오클립 (미니학습지) 바로가기</a></p>"
"미니학습지","수강","해외에서도 인강을 볼 수 있나요?","<p>구매하신 강좌의 동영상 강의는 <b>스트리밍 방식</b>으로 제공되므로 인터넷이 가능한 지역이라면 해외에서도 수강할 수 있습니다 :)</p>
<p>단, 비메오(영상 제공 플랫폼) 접속이 제한된 일부 국가(중국, 인도네시아, 말레이시아 등)에서는 현지 인터넷 서비스 정책으로 인해 동영상 재생이 불가할 수 있습니다.</p>
<p>또한 국가나 지역에 따라 인터넷 접속 환경 및 서비스 속도에 차이가 있을 수 있습니다.</p>"
"미니학습지","수강","강좌를 구매하면 태블릿 PC도 함께 제공되나요?","<p>강좌를 구매하셔도 <b>태블릿 PC 기기는 제공되지 않습니다</b> :)</p>
<p>학습자는 보유하고 계신 태블릿과 펜슬을 사용하며, 구글 플레이스토어 또는 애플 앱스토어에서 <b>미니학습지 더노트</b> 앱을 다운로드하여 디지털 학습지를 이용해 주세요.</p>
<p>※ 이벤트나 프로모션에 따라 기기가 제공될 수 있으나, 기본적으로 기기를 제공하거나 대여하지는 않습니다.</p>"
"미니학습지","수강","수강권 등록은 어떻게 하나요?","<p>이벤트나 다른 채널을 통해 수강권을 받으셨다면 아래 절차에 따라 등록해 주세요 :)</p>
<ol>
<li>미니학습지 홈페이지에 접속해 회원가입을 진행합니다. (이미 회원이라면 다음 단계로)</li>
<li>로그인 후 홈페이지 오른쪽 상단 닉네임을 클릭해 <b>마이페이지</b>로 이동합니다.</li>
<li>왼쪽 탭에서 <a href=""https://studymini.com/my-account/edit-address/"" target=""_blank"">배송지관리</a> 메뉴로 이동합니다.</li>
<li>이름, 주소, 연락처 등 정보를 입력합니다. (사후 관리 및 학습문답·오류 신고 답변을 위해 필요합니다.)</li>
<li>배송지 입력을 마친 뒤 <a href=""https://studymini.com/my-account/"" target=""_blank"">마이페이지</a>에서 <a href=""https://studymini.com/voucher/"" target=""_blank"">수강권 등록</a> 버튼을 클릭합니다.</li>
<li>부여받은 수강권 코드를 입력 후 [등록하기]를 클릭합니다.</li>
<li>등록이 완료되면 <b>나의 강의실</b>에서 강의를 확인하고 수강을 시작합니다.</li>
</ol>
<p>※ 수강권은 등록과 동시에 사용된 것으로 간주됩니다.<br />
※ 구매한 본인 계정 외 타인에게 양도할 수 없습니다.<br />
※ 여러 장의 수강권을 등록하는 경우, 배송지 정보 입력은 한 번만 진행하면 됩니다.</p>"
"미니학습지","구매","실물 페이퍼 교재를 추가로 구입할 수 있나요?","<p><b>실물 교재 추가 구매 안내</b></p>
<p>실물 교재는 <u><b>기존에 디지털 학습지 only 옵션으로 구매한 내역 중, 실물 교재가 포함된 상품</b></u>에 한해 추가 구매가 가능합니다.</p>
<p>추가 구매를 원하신 경우 홈페이지 하단의 문의를 통해 요청해 주시면 개별 안내해 드립니다.</p>
<p>※ 미니학습지는 정책상 실물 교재만 별도로 판매하지는 않습니다.</p>"
